Event Name,Date,Player1,Player2,Player1 UTR,Player2 UTR,Score
Anaheim Tennis Center Boys'/Girls' 16 / USTA National Level 3 Tournament,2018-07-09,Daniel Zhou,Aadarsh Tripathi,0.0,12.91,"6-2, 6-2"
Anaheim Tennis Center Boys'/Girls' 16 / USTA National Level 3 Tournament,2018-07-09,Aadarsh Tripathi,ALEX FRAZIER,12.91,0.0,"6-1, 6-0"
"""Little Mo"" International - California",2018-07-07,Rudy Quan,Santiago Basualdo Massa,13.59,0.0,"6-0, 6-1"
"""Little Mo"" International - California",2018-07-07,Rudy Quan,Nathan Scott,13.59,0.0,"6-0, 6-0"
20th Annual Jackie Tatum Junior Tennis Classic Open (Level 5),2018-07-03,Andrei Crabel,Michael James,11.58,6.0,"6-4, 6-1"
20th Annual Jackie Tatum Junior Tennis Classic Open (Level 5),2018-07-03,Hayden Rand,Andrei Crabel,10.0,11.58,"6-1, 6-3"
USTA National Level 2 Tournament,2018-07-02,Spencer Johnson,Louis Cloud,13.43,12.0,"6-3, 6-3"
USTA National Level 2 Tournament,2018-07-02,Spencer Johnson,Jake Krug,13.43,12.0,"7-5, 6-4"
USTA National Level 2 Tournament,2018-07-02,Spencer Johnson,Jordan Paul,13.43,0.0,"6-4, 6-4"
USTA National Level 2 Tournament,2018-07-02,Spencer Johnson,Gordon Whitwell,13.43,11.0,"6-4, 6-4"
USTA National Level 2 Tournament,2018-07-02,Spencer Johnson,Anesh Jayasundera,13.43,0.0,"6-4, 7-6"
USTA National Level 2 Tournament,2018-07-02,Thomas Paulsell,Spencer Johnson,13.0,13.43,"6-1, 6-0"
BÃ¤rchen Cup,2018-07-02,William Rejchtman Vinciguerra,Leonard Von Bismarck,12.42,11.0,"6-3, 6-0"
USTA National Level 2,2018-07-01,Emon Van Loben Sels,Ashton Kroeger,13.59,9.0,"3-6, 6-3, 1-0(5)"
USTA National Level 2,2018-07-01,Aadarsh Tripathi,Lleyton Okada-Alonzo,12.91,9.0,"6-2, 4-6, 1-0(6)"
USTA National Level 2,2018-07-01,Aadarsh Tripathi,Gus Krauel,12.91,11.0,"6-4, 6-4"
USTA National Level 2,2018-07-01,Phillip Deaton,Aadarsh Tripathi,12.0,12.91,"6-3, 6-3"
USTA National Level 2,2018-07-01,Mason Nguyen,Aadarsh Tripathi,10.0,12.91,"6-4, 2-4"
USTA National Level 2,2018-07-01,Raghav Jangbahadur,Emon Van Loben Sels,11.0,13.59,"6-2, 6-1"
USTA National Level 2,2018-07-01,Dylan Tsoi,Emon Van Loben Sels,11.0,13.59,"6-4, 6-3"
USTA National Level 2,2018-07-01,Emon Van Loben Sels,Saahith Jayaraman,13.59,12.0,"6-3, 3-6, 1-0"
USTA National Level 2,2018-07-01,Emon Van Loben Sels,Alex Dinkov,13.59,0.0,
BÃ¤rchen Cup,2018-07-01,Leonard Von Bismarck,Sebastian Wriegt-Vazquez,11.0,0.0,"6-0, 6-0"
LTA British Tour West Worthing,2018-06-29,Elliot Stevens,Giacomo Revelli,0.0,12.0,"7-5, 2-6, 6-3"
Beverly Hills Junior Tournament (Level 4),2018-06-24,Rudy Quan,Marc Goedemans,13.59,0.0,"6-1, 6-3"
116th Annual Southern California Junior Sectional Championships (Level 1),2018-06-24,Cassius Chinlund,Gregory Gamal,12.34,11.0,"6-4, 6-3"
116th Annual Southern California Junior Sectional Championships (Level 1),2018-06-24,Cassius Chinlund,Braden Stolper,12.34,0.0,"6-4, 5-7, 6-1"
Beverly Hills Junior Tournament (Level 4),2018-06-24,Rudy Quan,Jonas Corona,13.59,10.0,"6-7(7), 6-2, 1-0(2)"
Beverly Hills Junior Tournament (Level 4),2018-06-24,Rudy Quan,Christopher McFerson,13.59,0.0,"6-0, 6-0"
Beverly Hills Junior Tournament (Level 4),2018-06-24,Rudy Quan,Oliver Catanzaro,13.59,0.0,"6-0, 6-0"
Beverly Hills Junior Tournament (Level 4),2018-06-24,Rudy Quan,Ilya Bolotsky,13.59,9.0,"1-6, 6-1, 1-0(3)"
116th Annual Southern California Junior Sectional Championships (Level 1),2018-06-24,Advik Mareedu,Andrei Crabel,12.0,11.58,"6-2, 6-3"
Beverly Hills Junior Tournament (Level 4),2018-06-24,Andrei Crabel,Riley Hillenbrand,11.58,0.0,"3-6, 6-4, 1-0(6)"
Beverly Hills Junior Tournament (Level 4),2018-06-24,Andrei Crabel,Alejandro Jacinto Barrientos,11.58,8.0,"2-6, 6-4, 1-0(7)"
Beverly Hills Junior Tournament (Level 4),2018-06-24,Adam Ridaoui,Andrei Crabel,10.0,11.58,"6-3, 6-3"
116th Annual Southern California Junior Sectional Championships (Level 1),2018-06-24,Hughes Peus,Cassius Chinlund,10.0,12.34,"6-1, 6-0"
British Tour FAST4 Felixstowe,2018-06-23,Giacomo Revelli,Ben Moore,12.0,7.0,"4-1, 4-0"
British Tour FAST4 Felixstowe,2018-06-23,Giacomo Revelli,Adrien Dor,12.0,0.0,"1-4, 4-1, 1-0(6)"
British Tour FAST4 Felixstowe,2018-06-23,Louis Aubry,Giacomo Revelli,10.0,12.0,"3-4(7), 4-3(3), 1-0(8)"
USTA JTT - Summer 2018 - Sacramento JTT League,2018-06-22,Emon Van Loben Sels,Robert Yang ,13.59,0.0,"6-0, 6-1"
Ivory Homes Adult Utah State Open Tennis Championships,2018-06-22,Spencer Johnson,Matthew Cowley,13.43,0.0,"6-3, 2-6, 6-2"
Ivory Homes Adult Utah State Open Tennis Championships,2018-06-22,Spencer Johnson,Douglas Santillo,13.43,0.0,"7-5, 6-1"
Ivory Homes Junior Utah State Open District CupTennis Championships,2018-06-22,Spencer Johnson,Josh Jones,13.43,0.0,"6-1, 6-2"
Ivory Homes Junior Utah State Open District CupTennis Championships,2018-06-22,Spencer Johnson,Jessie Marchant,13.43,0.0,"6-1, 6-1"
Ivory Homes Junior Utah State Open District CupTennis Championships,2018-06-22,Spencer Johnson,Cody White,13.43,0.0,"6-1, 6-1"
Ivory Homes Junior Utah State Open District CupTennis Championships,2018-06-22,Spencer Johnson,Lansing Jenkins,13.43,0.0,"6-1, 6-3"
Ivory Homes Adult Utah State Open Tennis Championships,2018-06-22,Kris VAN WYK,Spencer Johnson,13.35,13.43,"6-1, 6-2"
Ivory Homes Junior Utah State Open District CupTennis Championships,2018-06-22,Spencer Johnson,Giovanni Claus,13.43,0.0,"6-3, 6-1"
NorCal 14s Junior Sectional Championships @ Arden Hills,2018-06-17,Ryan Hoang,Emon Van Loben Sels,0.0,13.59,"3-6, 7-6(4), 6-4"
NorCal 14s Junior Sectional Championships @ Arden Hills,2018-06-17,Emon Van Loben Sels,Mitchell Lee,13.59,12.56,"4-6, 7-5, 1-0(5)"
NorCal 14s Junior Sectional Championships @ Arden Hills,2018-06-17,Emon Van Loben Sels,Patrick Toman,13.59,9.9,"1-6, 6-3, 6-2"
NorCal 14s Junior Sectional Championships @ Arden Hills,2018-06-17,Emon Van Loben Sels,Aniketh Poruri,13.59,10.0,"6-4, 6-3"
NorCal 14s Junior Sectional Championships @ Arden Hills,2018-06-17,Emon Van Loben Sels,Aaditya Mellachervu,13.59,6.0,"6-2, 6-2"
NorCal Boys' 18 & 16 Junior Sectional Championships @ Natomas Racquet Club,2018-06-17,Jonah Tran,Aadarsh Tripathi,0.0,12.91,"6-2, 6-1"
NorCal Boys' 18 & 16 Junior Sectional Championships @ Natomas Racquet Club,2018-06-17,Brandon Aprill,Aadarsh Tripathi,0.0,12.91,"6-1, 6-0"
NorCal Boys' 18 & 16 Junior Sectional Championships @ Natomas Racquet Club,2018-06-17,Aadarsh Tripathi,Nickolay Marakhtanov,12.91,0.0,"6-3, 7-5"
NorCal Boys' 18 & 16 Junior Sectional Championships @ Natomas Racquet Club,2018-06-17,Aadarsh Tripathi,Micah Elias,12.91,9.0,6-6
NorCal 14s Junior Sectional Championships @ Arden Hills,2018-06-17,Saahith Jayaraman,Emon Van Loben Sels,12.0,13.59,"6-3, 6-3"
NorCal Boys' 18 & 16 Junior Sectional Championships @ Natomas Racquet Club,2018-06-17,Aadarsh Tripathi,Mihir Sharma,12.91,7.0,"6-1, 6-2"
$ JTCC Travel Grant UTR Progressive Feed in Draw Tournament Total Purse is $1000.00,2018-06-14,Kaylan Bigun,Ryan Nguyen,13.24,0.0,"3-6, 6-3, 6-1"
$ JTCC Travel Grant UTR Progressive Feed in Draw Tournament Total Purse is $1000.00,2018-06-14,Vijay Paul,Kaylan Bigun,0.0,13.24,"6-4, 6-1"
USTA Intermountain Level 3 Closed Summer Championships,2018-06-12,Spencer Johnson,Brendan Lock,13.43,10.0,"6-4, 6-0"
USTA Intermountain Level 3 Closed Summer Championships,2018-06-12,TJ Wells,Spencer Johnson,11.0,13.43,"6-3, 6-0"
USTA Intermountain Level 3 Closed Summer Championships,2018-06-12,Connor Robb-Wilcox,Spencer Johnson,12.0,13.43,"6-0, 4-6, 6-4"
USTA Intermountain Level 3 Closed Summer Championships,2018-06-12,Spencer Johnson,George Henry Hanzel,13.43,0.0,"4-6, 6-2, 6-0"
USTA Intermountain Level 3 Closed Summer Championships,2018-06-12,Spencer Johnson,Matthew Sypert,13.43,0.0,"6-2, 6-3"
"4th Annual Cerritos ""Kiss the Summer Hello"" Junior Open (Level 4)",2018-06-11,Advik Mareedu,Andrei Crabel,12.0,11.58,"6-2, 7-5"
"4th Annual Cerritos ""Kiss the Summer Hello"" Junior Open (Level 4)",2018-06-11,Andrei Crabel,Clarence Lai,11.58,0.0,"6-0, 6-0"
SCTA Competition Training Center Team Cup (Level 3),2018-06-09,Thomas Lynch,Cassius Chinlund,8.0,12.34,8-3
SCTA Competition Training Center Team Cup (Level 3),2018-06-09,Cassius Chinlund,Thiago Canessa,12.34,11.0,8-2
19th Annual Laguna Niguel Junior Open Tournament (Level 5),2018-06-07,Andrei Crabel,George Hakopian,11.58,11.0,"6-2, 6-4"
19th Annual Laguna Niguel Junior Open Tournament (Level 5),2018-06-07,Nikolas Abu-Wishah,Andrei Crabel,0.0,11.58,"7-6, 6-4"
37th Woody Hunt South Bay Junior Tournament (Level 2),2018-06-02,Andrei Crabel,Jayce Spurgiasz,11.58,0.0,"6-3, 6-0"
Livermore Summer Junior Open (Grand Prix),2018-06-02,Aadarsh Tripathi,Nicolas Bellig,12.91,0.0,"6-2, 6-3"
Livermore Summer Junior Open (Grand Prix),2018-06-02,Aadarsh Tripathi,Samuel Kaff,12.91,0.0,"6-0, 6-2"
37th Woody Hunt South Bay Junior Tournament (Level 2),2018-06-02,Conrad Brown,Andrei Crabel,12.0,11.58,"6-0, 6-2"
37th Woody Hunt South Bay Junior Tournament (Level 2),2018-06-02,Cassius Chinlund,William McCollum,12.34,0.0,"6-2, 6-1"
37th Woody Hunt South Bay Junior Tournament (Level 2),2018-06-02,Cassius Chinlund,Lorenzo Brunkow,12.34,12.0,"6-0, 6-0"
37th Woody Hunt South Bay Junior Tournament (Level 2),2018-06-02,Hovhannes Khuloyan,Cassius Chinlund,0.0,12.34,"3-6, 6-3, 1-0(7)"
"54th Astrid Bowl Charleroi, Belgian International Junior Championships",2018-06-01,Justin Boulais,Alexander Hoogmartens,13.53,13.0,"6-1, 6-3"
"54th Astrid Bowl Charleroi, Belgian International Junior Championships",2018-06-01,Alexander Hoogmartens,Pierre Yves Bailly,13.0,13.88,"6-2, 6-1"
"54th Astrid Bowl Charleroi, Belgian International Junior Championships",2018-06-01,Alexander Hoogmartens,Neel Rajesh,13.0,0.0,"2-6, 6-2, 7-6(5)"
Stockton Junior Excellence,2018-05-27,Emon Van Loben Sels,Luke Bollinger,13.59,12.0,"6-1, 6-4"
Stockton Junior Excellence,2018-05-27,Emon Van Loben Sels,Alexander Bravo,13.59,11.43,"6-1, 6-3"
Stockton Junior Excellence,2018-05-27,Emon Van Loben Sels,Mitchell Lee,13.59,12.56,"2-6, 6-2, 6-2"
Stockton Junior Excellence,2018-05-27,Emon Van Loben Sels,Julien Simonian,13.59,9.0,"4-6, 6-3, 4-0"
Stockton Junior Excellence,2018-05-27,Nicholas Chen,Emon Van Loben Sels,11.0,13.59,"6-3, 2-6, 6-2"
USTA National Level 2 Ranking Tournament,2018-05-20,Aadarsh Tripathi,Nathan Tam,12.91,10.0,"6-1, 6-2"
USTA National Level 2 Ranking Tournament,2018-05-20,Rithvik Katpelly,Cassius Chinlund,11.0,12.34,"6-4, 1-6, 1-0(5)"
USTA National Level 2 Tournament,2018-05-20,Dylan Koziol,Kaylan Bigun,8.0,13.24,"6-2, 6-2"
USTA National Level 2 Tournament,2018-05-20,Joseph Phillips,Kaylan Bigun,12.23,13.24,"6-2, 6-4"
Glendora Spring Championships (Level 5),2018-05-20,Spencer Cheung,Andrei Crabel,0.0,11.58,"6-2, 6-2"
Glendora Spring Championships (Level 5),2018-05-20,Andrei Crabel,Marko Ratkovic,11.58,9.0,"4-6, 7-6(4), 1-0(9)"
Glendora Spring Championships (Level 5),2018-05-20,Andrei Crabel,Aiden Paek,11.58,8.0,"6-3, 6-0"
USTA National Level 2 Ranking Tournament,2018-05-20,Cassius Chinlund,Ronin Kasday,12.34,11.0,"4-6, 6-2, 1-0(7)"
USTA National Level 2 Ranking Tournament,2018-05-20,Aadarsh Tripathi,Mason Nguyen,12.91,10.0,"6-4, 6-1"
Glendora Spring Championships (Level 5),2018-05-20,Andrei Crabel,Rick Zhu,11.58,0.0,"6-0, 6-0"
USTA National Level 2 Ranking Tournament,2018-05-20,Aadarsh Tripathi,Anonymous Player,12.91,0.0,"6-4, 6-7(7), 1-0(5)"
USTA National Level 2 Ranking Tournament,2018-05-20,Phillip Deaton,Aadarsh Tripathi,12.0,12.91,"6-2, 6-3"
USTA National Level 2 Ranking Tournament,2018-05-20,Alexander Chang,Emon Van Loben Sels,13.0,13.59,"6-3, 6-2"
USTA National Level 2 Ranking Tournament,2018-05-20,Anonymous Player,Emon Van Loben Sels,0.0,13.59,"6-1, 6-1"
USTA National Level 2 Ranking Tournament,2018-05-20,Emon Van Loben Sels,Nathan Tam,13.59,10.0,"6-1, 6-2"
USTA National Level 2 Ranking Tournament,2018-05-20,Aadarsh Tripathi,Rohan Murali,12.91,12.88,"7-5, 6-4"
USTA National Level 2 Ranking Tournament,2018-05-20,Emon Van Loben Sels,Kareem Ansari,13.59,9.0,"6-3, 6-2"
USTA National Level 2 Ranking Tournament,2018-05-20,Siddharth Moturi,Cassius Chinlund,0.0,12.34,"6-1, 6-2"
USTA National Level 2 Ranking Tournament,2018-05-20,Aadarsh Tripathi,Kareem Ansari,12.91,9.0,"7-5, 6-1"
32nd Annual Santa Barbara City Junior Championships (Level 4),2018-05-13,Cassius Chinlund,Matthew Chung,12.34,0.0,"6-3, 6-0"
32nd Annual Santa Barbara City Junior Championships (Level 4),2018-05-13,Cassius Chinlund,Roshan Santhosh,12.34,12.0,"6-0, 6-0"
32nd Annual Santa Barbara City Junior Championships (Level 4),2018-05-13,Cassius Chinlund,Ethan Barrett,12.34,0.0,"6-2, 6-0"
32nd Annual Santa Barbara City Junior Championships (Level 4),2018-05-13,Cassius Chinlund,William McCollum,12.34,0.0,"6-2, 6-4"
Solano College Junior UTR Round Robin,2018-05-12,Anthony Teciorowski,Emon Van Loben Sels,0.0,13.59,"6-4, 6-1"
Solano College Junior UTR Round Robin,2018-05-12,Rudy Quan,Rajan Bhatia,13.59,0.0,"6-7(7), 6-3, 1-0(8)"
Regatas Junior Open,2018-05-11,Ignacio BUSE,Gianluca Ballotta,14.34,12.0,"6-3, 6-4"
Pete Brown Tennis Classic Junior Open (Level 5),2018-05-07,Andrei Crabel,Takehiro Shuda,11.58,10.0,"6-0, 6-2"
Pete Brown Tennis Classic Junior Open (Level 5),2018-05-07,Hughes Peus,Andrei Crabel,10.0,11.58,"6-0, 6-0"
USTA National Level 3 Tournament (May),2018-05-06,Ivan Perisic,Cassius Chinlund,10.0,12.34,"6-7(7), 6-1, 1-0(10)"
USTA National Level 3 Tournament (May),2018-05-06,Cassius Chinlund,Teodor Davidov,12.34,11.0,"6-1, 6-1"
USTA National Level 3 Tournament (May),2018-05-06,Cassius Chinlund,Hadley Kukla,12.34,0.0,"1-6, 6-0, 1-0(7)"
USTA National Level 3 Tournament (May),2018-05-06,Cassius Chinlund,Daniel Yuke,12.34,3.0,"6-1, 6-1"
Greensboro May National Level 3,2018-05-06,Purushotham Koduri,Kaylan Bigun,11.0,13.24,
Greensboro May National Level 3,2018-05-06,Niklas Yli-Piipari,Kaylan Bigun,0.0,13.24,"6-3, 4-6, 1-0(7)"
Greensboro May National Level 3,2018-05-06,Kaylan Bigun,Jose Murariu,13.24,11.49,"6-3, 6-3"
Anaheim Tennis Center Boys' 16 / USTA National Level 3 Tournament,2018-05-06,Daniel Day,Spencer Johnson,0.0,13.43,"6-4, 6-1"
Anaheim Tennis Center Boys' 16 / USTA National Level 3 Tournament,2018-05-06,Spencer Johnson,Ilya Bolotsky,13.43,9.0,"6-4, 6-2"
USTA National Level 3 Tournament (May),2018-05-06,Cassius Chinlund,Kai Beeler,12.34,10.0,"6-1, 6-2"
Rio del Oro Junior Championships,2018-05-05,Aadarsh Tripathi,Cole Fowler,12.91,0.0,"6-7(8), 6-2, 2-0"
Rio del Oro Junior Championships,2018-05-05,Paul Yulayev,Aadarsh Tripathi,0.0,12.91,"3-6, 6-1, 6-3"
Rio del Oro Junior Championships,2018-05-05,Aadarsh Tripathi,Rohan Agarwal,12.91,0.0,"6-2, 6-1"
Flint Canyon Spring Junior Open Tournament (Level 5),2018-04-29,Andrei Crabel,Aaron Ellis,11.58,5.0,"6-1, 6-1"
Flint Canyon Spring Junior Open Tournament (Level 5),2018-04-29,Andrei Crabel,Luke Kim,11.58,0.0,"6-0, 6-3"
Flint Canyon Spring Junior Open Tournament (Level 5),2018-04-29,Andrei Crabel,Orion Blackmore,11.58,7.0,"6-1, 6-1"
Flint Canyon Spring Junior Open Tournament (Level 5),2018-04-29,Andrei Crabel,Andrew Mendelson,11.58,10.0,"7-6, 2-6, 1-0(5)"
Flint Canyon Spring Junior Open Tournament (Level 5),2018-04-29,Lance Morgan,Andrei Crabel,0.0,11.58,"6-3, 6-4"
The Ojai 118th Annual Junior Tournament (Level 3),2018-04-28,Spencer Johnson,Rohun Krishnan,13.43,0.0,"7-6(3), 6-2"
The Ojai 118th Annual Junior Tournament (Level 3),2018-04-28,Spencer Johnson,Atticus Parker,13.43,0.0,"6-1, 6-1"
The Ojai 118th Annual Junior Tournament (Level 3),2018-04-28,Ayato Arakaki,Spencer Johnson,0.0,13.43,"3-6, 6-2, 6-2"
The Ojai 118th Annual Junior Tournament (Level 3),2018-04-28,Dominique Rolland,Andrei Crabel,12.0,11.58,"6-7(7), 6-1, 1-0(7)"
USTA National Level 3 at Austin Tennis Academy - April,2018-04-22,Reid Aaron,Emon Van Loben Sels,10.0,13.59,"6-2, 6-3"
USTA National Level 3 at Austin Tennis Academy - April,2018-04-22,Emon Van Loben Sels,Carlos Carranza,13.59,0.0,"6-0, 6-0"
USTA National Level 3 at Austin Tennis Academy - April,2018-04-22,Qidao Lian,Aadarsh Tripathi,0.0,12.91,"7-6(4), 6-4"
31st Annual San Gabriel Valley Junior Open (Level 4),2018-04-22,Milan Karajovic,Andrei Crabel,9.0,11.58,"6-1, 6-3"
USTA National Level 3 at Austin Tennis Academy - April,2018-04-22,Emon Van Loben Sels,Santiago Muhala,13.59,0.0,"6-2, 6-7(8), 1-0(5)"
USTA National Level 3 at Austin Tennis Academy - April,2018-04-22,Aadarsh Tripathi,Rohan Shrestha,12.91,0.0,"6-2, 2-6, 1-0(5)"
USTA National Level 3 at Austin Tennis Academy - April,2018-04-22,Emon Van Loben Sels,Marko Mesarovic,13.59,12.7,"6-0, 6-3"
Darling Memorial Tennis Center USTA National Level 3 Tournament,2018-04-22,Spencer Johnson,Will Pellegrini,13.43,11.0,"6-4, 5-7, 1-0(7)"
Darling Memorial Tennis Center USTA National Level 3 Tournament,2018-04-22,Spencer Johnson,Nicholas Chen,13.43,11.0,"6-2, 6-1"
Darling Memorial Tennis Center USTA National Level 3 Tournament,2018-04-22,Jack Kostrinsky,Spencer Johnson,0.0,13.43,"3-6, 6-2, 1-0(5)"
Darling Memorial Tennis Center USTA National Level 3 Tournament,2018-04-22,Jonah Tran,Spencer Johnson,0.0,13.43,"6-4, 6-1"
USTA National Level 3 at Austin Tennis Academy - April,2018-04-22,Landon Ardila,Emon Van Loben Sels,12.0,13.59,"7-5, 7-6(4)"
USTA National Level 3 at Austin Tennis Academy - April,2018-04-22,Brayden Michna,Aadarsh Tripathi,0.0,12.91,"7-5, 7-6(1)"
City of Fremont Junior Championships,2018-04-14,Joseph Teh,Emon Van Loben Sels,10.0,13.59,"6-3, 6-0"
City of Fremont Junior Championships,2018-04-14,Emon Van Loben Sels,Arav Waghray,13.59,8.0,8-3
Solano College Junior Open (Grand Prix),2018-04-14,Nikita Marchenko,Aadarsh Tripathi,0.0,12.91,"6-2, 6-2"
City of Fremont Junior Championships,2018-04-14,Emon Van Loben Sels,Colin Chan,13.59,5.0,8-2
City of Fremont Junior Championships,2018-04-14,Emon Van Loben Sels,Sean Barstow,13.59,0.0,"7-6, 6-3"
34th Annual Anaheim Tennis Center Spring Junior Open Tournament (Level 3),2018-04-14,Steve Nguyen,Cassius Chinlund,10.0,12.34,"4-6, 6-4, 1-0(5)"
34th Annual Anaheim Tennis Center Spring Junior Open Tournament (Level 3),2018-04-14,Cassius Chinlund,Nikolai Semerdjiev,12.34,0.0,"6-1, 6-1"
34th Annual Anaheim Tennis Center Spring Junior Open Tournament (Level 3),2018-04-14,Cassius Chinlund,Lukas Grossman,12.34,10.0,"6-4, 6-2"
South Bay Spring Junior Open Tournament (Level 5),2018-04-09,Ian Jiang,Andrei Crabel,10.0,11.58,"6-4, 6-0"
South Bay Spring Junior Open Tournament (Level 5),2018-04-09,Andrei Crabel,Julian Alamares,11.58,0.0,"6-2, 6-0"
Westside Classic,2018-04-06,Giacomo Revelli,Lucas Rossi,12.0,0.0,"6-2, 6-2"
Westside Classic,2018-04-06,Matthew Beecher,Giacomo Revelli,0.0,12.0,"6-3, 2-6, 1-0(5)"
Westside Classic,2018-04-06,Giacomo Revelli,Lukas Obel,12.0,0.0,"6-2, 6-2"
"Moore Tennis Academy ""April Fools"" Junior Open (Level 5)",2018-03-31,Rio Ishikawa,Andrei Crabel,0.0,11.58,"6-1, 6-3"
"Moore Tennis Academy ""April Fools"" Junior Open (Level 5)",2018-03-31,Andrei Crabel,Zachary Price,11.58,0.0,"6-1, 6-0"
USTA National Championships - Easter Bowl,2018-03-30,Raghav Jangbahadur,Kaylan Bigun,11.0,13.24,"6-3, 6-3"
USTA National Championships - Easter Bowl,2018-03-30,Cal Wider,Kaylan Bigun,10.0,13.24,"3-6, 6-4, 1-0(7)"
USTA National Championships - Easter Bowl,2018-03-30,Rudy Quan,Meecah Bigun,13.59,12.11,"6-3, 6-2"
USTA National Championships - Easter Bowl,2018-03-30,Rudy Quan,Raghav Jangbahadur,13.59,11.0,"6-1, 6-4"
USTA National Championships - Easter Bowl,2018-03-30,Rudy Quan,William Semler,13.59,12.0,"6-1, 6-1"
USTA National Championships - Easter Bowl,2018-03-30,Rudy Quan,Piotr Andrzejewski,13.59,0.0,"6-0, 6-1"
USTA National Championships - Easter Bowl,2018-03-30,Rudy Quan,Adhithya Ganesan,13.59,13.52,"6-4, 6-1"
USTA National Championships - Easter Bowl,2018-03-30,Rudy Quan,Cyrus Mahjoob,13.59,12.62,"6-3, 6-0"
USTA National Championships - Easter Bowl,2018-03-30,Kaylan Bigun,Santiago Muhala,13.24,0.0,"4-6, 6-3, 1-0(10)"
USTA National Championships - Easter Bowl,2018-03-30,Kaylan Bigun,Rohan Belday,13.24,11.93,"3-6, 6-1, 1-0(10)"
USTA National Championships - Easter Bowl,2018-03-30,Kaylan Bigun,Maximus Dussault,13.24,12.54,"7-5, 6-2"
USTA National Championships - Easter Bowl,2018-03-30,Kaylan Bigun,Mitchell Lee,13.24,12.56,"4-6, 6-2, 1-0(9)"
Muterspaw Championships USTA National Level 3 Tournament,2018-03-25,Spencer Johnson,Karthik Papisetty,13.43,0.0,"6-1, 6-3"
Lakewood Spring Satellite (Level 6),2018-03-25,Andrei Crabel,John Elvis Dick,11.58,6.0,"6-2, 6-0"
Lakewood Spring Satellite (Level 6),2018-03-25,Andrei Crabel,Gabriel Eusebio,11.58,0.0,"6-1, 6-1"
USTA National Level 3 Tournament (March),2018-03-25,Aadarsh Tripathi,Alexander McCoy,12.91,0.0,"6-3, 6-3"
USTA National Level 3 Tournament (March),2018-03-25,Aadarsh Tripathi,Santiago Flyckt,12.91,11.0,"6-4, 6-1"
USTA National Level 3 Tournament (March),2018-03-25,Aadarsh Tripathi,Peter Anastasakis,12.91,0.0,"6-3, 6-1"
Muterspaw Championships USTA National Level 3 Tournament,2018-03-25,Connor Robb-Wilcox,Spencer Johnson,12.0,13.43,"5-7, 6-4, 1-0"
USTA National Level 3 Tournament (March),2018-03-25,Emon Van Loben Sels,Daniel Pries,13.59,0.0,"6-1, 6-2"
USTA National Level 3 Tournament (March),2018-03-25,Emon Van Loben Sels,Thomas Lynch,13.59,8.0,"6-4, 6-7(7), 7-6(5)"
Muterspaw Championships USTA National Level 3 Tournament,2018-03-25,Spencer Johnson,Nicholas Byrne,13.43,0.0,"6-2, 7-5"
Muterspaw Championships USTA National Level 3 Tournament,2018-03-25,Leo Wang,Spencer Johnson,0.0,13.43,"6-4, 6-4"
USTA National Level 3 Tournament (March),2018-03-25,Emon Van Loben Sels,Santiago Flyckt,13.59,11.0,"6-3, 6-3"
USTA National Level 3 Tournament (March),2018-03-25,Aadarsh Tripathi,Holland Snell,12.91,11.0,"6-4, 6-2"
USTA National Level 3 Tournament (March),2018-03-25,Yannik Rahman,Aadarsh Tripathi,12.0,12.91,"4-6, 6-3, 6-2"
USTA National Level 3 Tournament (March),2018-03-25,Chad Miller,Emon Van Loben Sels,12.0,13.59,"6-4, 6-2"
USTA National Level 3 Tournament (March),2018-03-25,Yannik Rahman,Emon Van Loben Sels,12.0,13.59,"6-2, 6-1"
Muterspaw Championships USTA National Level 3 Tournament,2018-03-25,Spencer Johnson,Tristan Messerli,13.43,11.0,
Lakewood Spring Satellite (Level 6),2018-03-25,Andrei Crabel,Ari Feig,11.58,10.0,"6-4, 6-4"
Muterspaw Championships USTA National Level 3 Tournament,2018-03-25,Cassius Chinlund,David Ginzburg,12.34,9.0,"6-0, 6-1"
Muterspaw Championships USTA National Level 3 Tournament,2018-03-25,Cassius Chinlund,Christian Trevey,12.34,10.0,"6-4, 6-3"
Muterspaw Championships USTA National Level 3 Tournament,2018-03-25,Spencer Johnson,Matthan Tharakan,13.43,0.0,"6-2, 6-3"
Lakewood Spring Satellite (Level 6),2018-03-25,Andrei Crabel,Krishan Parikh,11.58,0.0,"6-0, 6-0"
Muterspaw Championships USTA National Level 3 Tournament,2018-03-25,Calvin Armstrong,Cassius Chinlund,10.0,12.34,
Muterspaw Championships USTA National Level 3 Tournament,2018-03-25,Cassius Chinlund,Raphael Wieland,12.34,0.0,"6-0, 6-1"
